,id,project,branch,hashtags,change_id,subject,status,created,updated,submit_type,insertions,deletions,total_comment_count,unresolved_comment_count,has_review_started,meta_rev_id,_number,owner,requirements,submit_records,attention_set,removed_from_attention_set,work_in_progress,cherry_pick_of_change,cherry_pick_of_patch_set,topic,revert_of,_more_changes
50,chromium%2Fsrc~main~I1d517152123da107595eed866a9c45175bd71ba1,chromium/src,main,['desktop-pwas'],I1d517152123da107595eed866a9c45175bd71ba1,Desktop PWAs: AppLauncherHandler uses standalone,NEW,2021-11-18 04:32:50.000000000,2021-11-18 17:56:30.000000000,REBASE_ALWAYS,0,2,1,1,True,a3e20dff11de55ad1bbdefa4107a68aa553a6296,3288654,{'_account_id': 1003011},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'OK', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'OK', 'applied_by': {'_account_id': 1001917}}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1003011': {'account': {'_account_id': 1003011}, 'last_update': '2021-11-18 17:56:30.000000000', 'reason': '<GERRIT_ACCOUNT_1001917> replied on the change', 'reason_account': {'_account_id': 1001917}}}","{'1001917': {'account': {'_account_id': 1001917}, 'last_update': '2021-11-18 17:56:30.000000000', 'reason': '<GERRIT_ACCOUNT_1001917> replied on the change', 'reason_account': {'_account_id': 1001917}}}",,,,,,
51,chromium%2Fsrc~main~I519b6c18653d7bc57cc491c1c8f23231d8662ca1,chromium/src,main,[],I519b6c18653d7bc57cc491c1c8f23231d8662ca1,Implement native ui for password collection,NEW,2021-11-11 14:01:30.000000000,2021-11-18 17:56:22.000000000,REBASE_ALWAYS,171,1,32,19,True,f96d6e909420218ddbde96ec7344685acf9c6e55,3275777,{'_account_id': 1518219},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'NEED'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'NOT_READY', 'requirements': [{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1518219': {'account': {'_account_id': 1518219}, 'last_update': '2021-11-18 15:38:17.000000000', 'reason': 'ps#11: CQ dry run succeeded.'}, '1428282': {'account': {'_account_id': 1428282}, 'last_update': '2021-11-11 14:08:23.000000000', 'reason': '<GERRIT_ACCOUNT_1518219> replied on the change', 'reason_account': {'_account_id': 1518219}}, '1001299': {'account': {'_account_id': 1001299}, 'last_update': '2021-11-17 18:00:45.000000000', 'reason': '<GERRIT_ACCOUNT_1518219> replied on the change', 'reason_account': {'_account_id': 1518219}}}","{'1125479': {'account': {'_account_id': 1125479}, 'last_update': '2021-11-18 17:56:22.000000000', 'reason': '<GERRIT_ACCOUNT_1125479> replied on the change', 'reason_account': {'_account_id': 1125479}}}",,,,,,
52,chromium%2Fsrc~main~Ie3ad9622f97795a79bf443066fe7ebbd91537a0e,chromium/src,main,['ios'],Ie3ad9622f97795a79bf443066fe7ebbd91537a0e,[ios] Add RemoveExcessNTPs SingleNTP fieldtrial config,NEW,2021-11-18 17:54:46.000000000,2021-11-18 17:55:48.000000000,REBASE_ALWAYS,30,0,0,0,True,b7fe2575afd6d7738423e351d171546ef8abae06,3291767,{'_account_id': 1272741},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'NEED'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1165759': {'account': {'_account_id': 1165759}, 'last_update': '2021-11-18 17:55:41.000000000', 'reason': '<GERRIT_ACCOUNT_1272741> replied on the change', 'reason_account': {'_account_id': 1272741}}}",{},,,,,,
53,chromiumos%2Fplatform2~main~Ie2d7bb0da4a1ea75e250eb77c0c75b6973f9abe5,chromiumos/platform2,main,['copybara_id_B7AB9660540621F9B66706D8151E7997_copybara-worker@google.com'],Ie2d7bb0da4a1ea75e250eb77c0c75b6973f9abe5,missive: Make EncryptedRecord compatible with server,NEW,2021-11-17 18:03:28.000000000,2021-11-18 17:55:41.000000000,REBASE_ALWAYS,2,0,8,1,True,742d59e10cb133eba02706d31305342627a37301,3288067,{'_account_id': 1312627},"[{'status': 'NOT_READY', 'fallback_text': 'Approval from non-uploader required', 'type': 'non_uploader_approval'}, {'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Verified', 'status': 'NEED'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'OK', 'applied_by': {'_account_id': 1394709}}]}, {'rule_name': 'gerrit~IgnoreSelfApprovalRule', 'status': 'NOT_READY', 'labels': [{'label': 'Code-Review', 'status': 'NEED'}], 'requirements': [{'status': 'NOT_READY', 'fallback_text': 'Approval from non-uploader required', 'type': 'non_uploader_approval'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'NOT_READY', 'requirements': [{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1522838': {'account': {'_account_id': 1522838}, 'last_update': '2021-11-18 08:22:24.000000000', 'reason': '<GERRIT_ACCOUNT_1000768> replied on the change', 'reason_account': {'_account_id': 1000768}}, '1394709': {'account': {'_account_id': 1394709}, 'last_update': '2021-11-18 17:55:41.000000000', 'reason': '<GERRIT_ACCOUNT_1000768> replied on the change', 'reason_account': {'_account_id': 1000768}}, '1312627': {'account': {'_account_id': 1312627}, 'last_update': '2021-11-17 18:35:47.000000000', 'reason': 'Someone else replied on the change'}}","{'1000768': {'account': {'_account_id': 1000768}, 'last_update': '2021-11-18 17:55:41.000000000', 'reason': '<GERRIT_ACCOUNT_1000768> replied on the change', 'reason_account': {'_account_id': 1000768}}}",,,,,,
54,chromium%2Fsrc~main~Ie3101e31d28a75f23cafd3a66e7fdf09b6ca2809,chromium/src,main,['do-not-submit'],Ie3101e31d28a75f23cafd3a66e7fdf09b6ca2809,"Adapt, build, and test old Rust Mojo bindings",NEW,2021-11-15 22:06:05.000000000,2021-11-18 17:55:08.000000000,REBASE_ALWAYS,895,462,10,0,True,eb9d895b187a7b51f5e02090f1a1727f54305b16,3282310,{'_account_id': 1300147},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'NEED'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'NOT_READY', 'requirements': [{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1337473': {'account': {'_account_id': 1337473}, 'last_update': '2021-11-18 17:55:08.000000000', 'reason': '<GERRIT_ACCOUNT_1300147> replied on the change', 'reason_account': {'_account_id': 1300147}}, '1000887': {'account': {'_account_id': 1000887}, 'last_update': '2021-11-18 17:55:08.000000000', 'reason': '<GERRIT_ACCOUNT_1300147> replied on the change', 'reason_account': {'_account_id': 1300147}}}",{},,,,,,
55,chromiumos%2Foverlays%2Fchromiumos-overlay~main~Ie99c4deff510523037e9cdaa6f9ac019699a9aaf,chromiumos/overlays/chromiumos-overlay,main,[],Ie99c4deff510523037e9cdaa6f9ac019699a9aaf,sys-kernel/linux-headers: backport panfrost uapi header,NEW,2021-11-16 16:57:30.000000000,2021-11-18 17:55:01.000000000,REBASE_ALWAYS,262,0,8,0,True,191b669a3a7c249a403d0123bf2825c948e511d0,3285563,{'_account_id': 1474527},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'OK', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Verified', 'status': 'OK', 'applied_by': {'_account_id': 1474527}}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'OK', 'applied_by': {'_account_id': 1132414}}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1267126': {'account': {'_account_id': 1267126}, 'last_update': '2021-11-16 17:02:52.000000000', 'reason': '<GERRIT_ACCOUNT_1474527> replied on the change', 'reason_account': {'_account_id': 1474527}}, '1473922': {'account': {'_account_id': 1473922}, 'last_update': '2021-11-16 17:02:52.000000000', 'reason': '<GERRIT_ACCOUNT_1474527> replied on the change', 'reason_account': {'_account_id': 1474527}}}","{'1132414': {'account': {'_account_id': 1132414}, 'last_update': '2021-11-16 21:13:36.000000000', 'reason': '<GERRIT_ACCOUNT_1132414> replied on the change', 'reason_account': {'_account_id': 1132414}}, '1474527': {'account': {'_account_id': 1474527}, 'last_update': '2021-11-18 17:49:59.000000000', 'reason': '<GERRIT_ACCOUNT_1474527> replied on the change', 'reason_account': {'_account_id': 1474527}}}",,,,,,
56,infra%2Finfra~main~Id52621b7eaf442acba0947625b0c116b078b43ac,infra/infra,main,['recovery'],Id52621b7eaf442acba0947625b0c116b078b43ac,[recovery] Forgiveness and restart count for Karte,NEW,2021-11-18 01:20:14.000000000,2021-11-18 17:55:00.000000000,REBASE_ALWAYS,63,2,8,1,True,b94e9962dda2a006a27be618a3d2a58817c57473,3290665,{'_account_id': 1351748},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'NEED'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1393275': {'account': {'_account_id': 1393275}, 'last_update': '2021-11-18 17:55:00.000000000', 'reason': '<GERRIT_ACCOUNT_1351748> replied on the change', 'reason_account': {'_account_id': 1351748}}}","{'1505705': {'account': {'_account_id': 1505705}, 'last_update': '2021-11-18 16:52:14.000000000', 'reason': 'Removed by <GERRIT_ACCOUNT_1351748> by clicking the attention icon', 'reason_account': {'_account_id': 1351748}}, '1351748': {'account': {'_account_id': 1351748}, 'last_update': '2021-11-18 17:55:00.000000000', 'reason': '<GERRIT_ACCOUNT_1351748> replied on the change', 'reason_account': {'_account_id': 1351748}}}",,,,,,
57,chromium%2Fsrc~main~I9796b1cbcfe7531b97a8b8bc6a4c235bb6827ebb,chromium/src,main,['cc'],I9796b1cbcfe7531b97a8b8bc6a4c235bb6827ebb,cc: Fix HUD layer sizing with zoom-for-dsf,NEW,2021-11-18 17:54:51.000000000,2021-11-18 17:54:51.000000000,REBASE_ALWAYS,3,2,0,0,False,6841778bd662667b8fe3f12acfbe046aea1defab,3291627,{'_account_id': 1002513},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'NEED'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]",,,True,,,,,
58,chromiumos%2Fplatform%2Fcrosutils~main~I8fb4f835484506e1608e0a06b0ab8f92b927fd53,chromiumos/platform/crosutils,main,[],I8fb4f835484506e1608e0a06b0ab8f92b927fd53,chroot_version_hooks.d: add cros bash completion for old chroots,NEW,2021-11-18 10:57:23.000000000,2021-11-18 17:54:28.000000000,REBASE_ALWAYS,10,0,0,0,True,48ee5bad6d3ed436fc92dcfaa0180c6b390ba545,3291363,{'_account_id': 1000768},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'OK', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Verified', 'status': 'OK', 'applied_by': {'_account_id': 1000768}}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'OK', 'applied_by': {'_account_id': 1519453}}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]",{},"{'1519453': {'account': {'_account_id': 1519453}, 'last_update': '2021-11-18 17:21:22.000000000', 'reason': '<GERRIT_ACCOUNT_1519453> replied on the change', 'reason_account': {'_account_id': 1519453}}, '1000768': {'account': {'_account_id': 1000768}, 'last_update': '2021-11-18 17:49:25.000000000', 'reason': '<GERRIT_ACCOUNT_1000768> replied on the change', 'reason_account': {'_account_id': 1000768}}}",,,,,,
59,chromium%2Fsrc~main~Ia5ca334912bba666327a1ea45564fe99a654e12e,chromium/src,main,['settings'],Ia5ca334912bba666327a1ea45564fe99a654e12e,Settings: Migrating all_site_tests.js tests to TypeScript.,NEW,2021-11-18 10:55:18.000000000,2021-11-18 17:54:28.000000000,REBASE_ALWAYS,239,214,0,0,False,eeea8d098f235d2c89b6b637eb3b52f370314984,3290960,{'_account_id': 1115893},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'NEED'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]",{},"{'1115893': {'account': {'_account_id': 1115893}, 'last_update': '2021-11-18 17:54:17.000000000', 'reason': 'removed on reply'}}",True,,,,,
60,chromium%2Fsrc~main~I0f4704f8ae03af369012a4f262d7f278ba2e0090,chromium/src,main,['support-tool'],I0f4704f8ae03af369012a4f262d7f278ba2e0090,support-tool: Export collected data in handler,NEW,2021-10-20 08:35:42.000000000,2021-11-18 17:54:25.000000000,REBASE_ALWAYS,357,40,90,0,True,20f9f2c89865b3898079404fbc83bad9336ac076,3233220,{'_account_id': 1466712},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'NEED'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1503463': {'account': {'_account_id': 1503463}, 'last_update': '2021-11-18 16:38:37.000000000', 'reason': '<GERRIT_ACCOUNT_1466712> replied on the change', 'reason_account': {'_account_id': 1466712}}, '1175129': {'account': {'_account_id': 1175129}, 'last_update': '2021-11-18 14:11:44.000000000', 'reason': '<GERRIT_ACCOUNT_1466712> replied on the change', 'reason_account': {'_account_id': 1466712}}, '1466712': {'account': {'_account_id': 1466712}, 'last_update': '2021-11-18 17:54:25.000000000', 'reason': 'ps#23: CQ dry run succeeded.'}}",{},,,,,,
61,catapult~main~I27e5ec532b4e0819d5f74a8fe254ff1327ac171a,catapult,main,[],I27e5ec532b4e0819d5f74a8fe254ff1327ac171a,Utility function to report invocation level artifacts,NEW,2021-11-17 22:53:25.000000000,2021-11-18 17:54:04.000000000,REBASE_ALWAYS,26,9,10,0,True,e2f3664d6767e74bc44241eb10c47e12463d1904,3290319,{'_account_id': 1476473},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'OK', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'OK', 'applied_by': {'_account_id': 1170419}}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1170419': {'account': {'_account_id': 1170419}, 'last_update': '2021-11-17 23:26:06.000000000', 'reason': '<GERRIT_ACCOUNT_1163549> replied on the change', 'reason_account': {'_account_id': 1163549}}}","{'1163549': {'account': {'_account_id': 1163549}, 'last_update': '2021-11-17 23:26:06.000000000', 'reason': '<GERRIT_ACCOUNT_1163549> replied on the change', 'reason_account': {'_account_id': 1163549}}, '1476473': {'account': {'_account_id': 1476473}, 'last_update': '2021-11-18 17:54:04.000000000', 'reason': '<GERRIT_ACCOUNT_1476473> replied on the change', 'reason_account': {'_account_id': 1476473}}}",,,,,,
62,chromiumos%2Fplatform%2Ftast-tests~main~Icaab388fedf04c96516b1ca72bed2e99ae338310,chromiumos/platform/tast-tests,main,[],Icaab388fedf04c96516b1ca72bed2e99ae338310,tast-tests: create inputs user context and refactor tests,NEW,2021-11-16 02:28:10.000000000,2021-11-18 17:53:57.000000000,REBASE_ALWAYS,381,172,15,0,True,76cfa3e833f5181426d5a677c1933562e6000dd9,3282752,{'_account_id': 1395692},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Verified', 'status': 'OK', 'applied_by': {'_account_id': 1395692}}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'NEED'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1395692': {'account': {'_account_id': 1395692}, 'last_update': '2021-11-18 17:53:57.000000000', 'reason': 'ps#5: CQ dry run failed.'}}","{'1508900': {'account': {'_account_id': 1508900}, 'last_update': '2021-11-18 06:18:42.000000000', 'reason': 'Change was marked work in progress'}}",True,,,,,
63,chromium%2Fsrc~main~Ibc898c11574c6f30e3dec93ef24b806524e76b50,chromium/src,main,['arc'],Ibc898c11574c6f30e3dec93ef24b806524e76b50,arc: net: Implement AddPasspointCredentials,NEW,2021-11-10 07:36:57.000000000,2021-11-18 17:53:45.000000000,REBASE_ALWAYS,177,3,47,10,True,2b984e95253e6c58e39f070a4c154c7b05b1bf77,3272121,{'_account_id': 1346383},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'OK', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'OK', 'applied_by': {'_account_id': 1238096}}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1115919': {'account': {'_account_id': 1115919}, 'last_update': '2021-11-18 17:53:45.000000000', 'reason': '<GERRIT_ACCOUNT_1000191> replied on the change', 'reason_account': {'_account_id': 1000191}}, '1346383': {'account': {'_account_id': 1346383}, 'last_update': '2021-11-18 09:38:50.000000000', 'reason': '<GERRIT_ACCOUNT_1170239> replied on the change', 'reason_account': {'_account_id': 1170239}}, '1170239': {'account': {'_account_id': 1170239}, 'last_update': '2021-11-18 15:47:47.000000000', 'reason': '<GERRIT_ACCOUNT_1115919> replied on the change', 'reason_account': {'_account_id': 1115919}}, '1428748': {'account': {'_account_id': 1428748}, 'last_update': '2021-11-18 04:25:22.000000000', 'reason': '<GERRIT_ACCOUNT_1346383> replied on the change', 'reason_account': {'_account_id': 1346383}}, '1238096': {'account': {'_account_id': 1238096}, 'last_update': '2021-11-18 04:25:22.000000000', 'reason': '<GERRIT_ACCOUNT_1346383> replied on the change', 'reason_account': {'_account_id': 1346383}}, '1000169': {'account': {'_account_id': 1000169}, 'last_update': '2021-11-18 09:38:50.000000000', 'reason': '<GERRIT_ACCOUNT_1170239> replied on the change', 'reason_account': {'_account_id': 1170239}}}","{'1000191': {'account': {'_account_id': 1000191}, 'last_update': '2021-11-18 05:18:51.000000000', 'reason': '<GERRIT_ACCOUNT_1346383> replied on the change', 'reason_account': {'_account_id': 1346383}}}",,,,,,
64,infra%2Finfra~main~Ie322581962a84a31b87b739674ce415c05e0774b,infra/infra,main,['recovery'],Ie322581962a84a31b87b739674ce415c05e0774b,[recovery] Split numeric and string observations.,NEW,2021-11-18 17:49:04.000000000,2021-11-18 17:53:25.000000000,REBASE_ALWAYS,86,34,0,0,True,c02bb6d8e1b52e6a89fcc95e472fc78703c155d4,3291560,{'_account_id': 1351748},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'NEED'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1505705': {'account': {'_account_id': 1505705}, 'last_update': '2021-11-18 17:53:25.000000000', 'reason': '<GERRIT_ACCOUNT_1351748> replied on the change', 'reason_account': {'_account_id': 1351748}}, '1393275': {'account': {'_account_id': 1393275}, 'last_update': '2021-11-18 17:53:25.000000000', 'reason': '<GERRIT_ACCOUNT_1351748> replied on the change', 'reason_account': {'_account_id': 1351748}}}",{},,,,,,
65,chromium%2Fsrc~main~Ia11389ce83708ea79617302002dcadcb2f6c8379,chromium/src,main,['attribution-reporting'],Ia11389ce83708ea79617302002dcadcb2f6c8379,[attribution_reporting] Deprecate old DB versions,NEW,2021-09-10 17:23:21.000000000,2021-11-18 17:52:33.000000000,REBASE_ALWAYS,9,2301,13,1,True,81b825bc866cdf12c1e16c5ea7466bda2ec92f39,3154116,{'_account_id': 1433106},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'NEED'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]",{},"{'1433106': {'account': {'_account_id': 1433106}, 'last_update': '2021-10-15 19:47:34.000000000', 'reason': 'Removed by <GERRIT_ACCOUNT_1433106> using the hovercard menu', 'reason_account': {'_account_id': 1433106}}, '1290431': {'account': {'_account_id': 1290431}, 'last_update': '2021-10-15 19:34:50.000000000', 'reason': '<GERRIT_ACCOUNT_1290431> replied on the change', 'reason_account': {'_account_id': 1290431}}, '1142059': {'account': {'_account_id': 1142059}, 'last_update': '2021-10-15 19:47:36.000000000', 'reason': 'Removed by <GERRIT_ACCOUNT_1433106> using the hovercard menu', 'reason_account': {'_account_id': 1433106}}}",,,,,,
66,chromium%2Fsrc~main~I6dab2d7f7f19cd3a172e4cc28626087ce4e0923e,chromium/src,main,[],I6dab2d7f7f19cd3a172e4cc28626087ce4e0923e,[ZT] Cache expensive browser signals,NEW,2021-11-18 17:09:39.000000000,2021-11-18 17:52:32.000000000,REBASE_ALWAYS,47,7,0,0,True,8dc1e874acb2b6fd66e6826a0e33f542835e2f57,3290477,{'_account_id': 1313313},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'NEED'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1000389': {'account': {'_account_id': 1000389}, 'last_update': '2021-11-18 17:11:52.000000000', 'reason': '<GERRIT_ACCOUNT_1313313> replied on the change', 'reason_account': {'_account_id': 1313313}}}",{},,,,,,
