,comments_id,line,message,range.start_line,range.end_line,filepath_before,filepath_after,is_gerrit,repository_name,methods_before_count,methods_after_count
14,d593f285_456a0ae4,390.0,"Can we have null check and this check within a single if expression? Otherwise, it's a bit hard to decipher this code.",390.0,390.0,d593f285_456a0ae4_before.java,d593f285_456a0ae4_after.java,True,chromium,35,35
15,d593f285_456a0ae4,390.0,"Can we have null check and this check within a single if expression? Otherwise, it's a bit hard to decipher this code.",390.0,390.0,d593f285_456a0ae4_before.java,d593f285_456a0ae4_after.java,True,chromium,35,35
16,d1231ff6_b6647ed7,390.0,Done,390.0,390.0,d1231ff6_b6647ed7_before.java,d1231ff6_b6647ed7_after.java,True,chromium,35,35
17,d1231ff6_b6647ed7,390.0,Done,390.0,390.0,d1231ff6_b6647ed7_before.java,d1231ff6_b6647ed7_after.java,True,chromium,35,35
18,d1231ff6_b6647ed7,390.0,Done,390.0,390.0,d1231ff6_b6647ed7_before.java,d1231ff6_b6647ed7_after.java,True,chromium,35,35
19,d1231ff6_b6647ed7,390.0,Done,390.0,390.0,d1231ff6_b6647ed7_before.java,d1231ff6_b6647ed7_after.java,True,chromium,35,35
20,179536cc_ff230c6a,390.0,Please fix this.,390.0,390.0,179536cc_ff230c6a_before.java,179536cc_ff230c6a_after.java,True,chromium,35,35
21,179536cc_ff230c6a,390.0,Please fix this.,390.0,390.0,179536cc_ff230c6a_before.java,179536cc_ff230c6a_after.java,True,chromium,35,35
22,179536cc_ff230c6a,390.0,Please fix this.,390.0,390.0,179536cc_ff230c6a_before.java,179536cc_ff230c6a_after.java,True,chromium,35,35
23,179536cc_ff230c6a,390.0,Please fix this.,390.0,390.0,179536cc_ff230c6a_before.java,179536cc_ff230c6a_after.java,True,chromium,35,35
24,dc75234d_557459ea,391.0,"Reading through the CL one more time - it looks like mForeignSessions can be null ONLY before updateForeignSessions call in the ctor. In all other cases it is guaranteed to be non-null. With this in mind, does it make sense to move updatePromoState after updateForeignSessions call in ctor (and use assert in this method instead)?",390.0,391.0,dc75234d_557459ea_before.java,dc75234d_557459ea_after.java,True,chromium,35,35
25,dc75234d_557459ea,391.0,"Reading through the CL one more time - it looks like mForeignSessions can be null ONLY before updateForeignSessions call in the ctor. In all other cases it is guaranteed to be non-null. With this in mind, does it make sense to move updatePromoState after updateForeignSessions call in ctor (and use assert in this method instead)?",390.0,391.0,dc75234d_557459ea_before.java,dc75234d_557459ea_after.java,True,chromium,35,35
26,dc75234d_557459ea,391.0,"Reading through the CL one more time - it looks like mForeignSessions can be null ONLY before updateForeignSessions call in the ctor. In all other cases it is guaranteed to be non-null. With this in mind, does it make sense to move updatePromoState after updateForeignSessions call in ctor (and use assert in this method instead)?",390.0,391.0,dc75234d_557459ea_before.java,dc75234d_557459ea_after.java,True,chromium,35,35
27,dc75234d_557459ea,391.0,"Reading through the CL one more time - it looks like mForeignSessions can be null ONLY before updateForeignSessions call in the ctor. In all other cases it is guaranteed to be non-null. With this in mind, does it make sense to move updatePromoState after updateForeignSessions call in ctor (and use assert in this method instead)?",390.0,391.0,dc75234d_557459ea_before.java,dc75234d_557459ea_after.java,True,chromium,35,35
28,4889ba76_7b6f8367,391.0,Done,390.0,391.0,4889ba76_7b6f8367_before.java,4889ba76_7b6f8367_after.java,True,chromium,35,35
29,4889ba76_7b6f8367,391.0,Done,390.0,391.0,4889ba76_7b6f8367_before.java,4889ba76_7b6f8367_after.java,True,chromium,35,35
30,4889ba76_7b6f8367,391.0,Done,390.0,391.0,4889ba76_7b6f8367_before.java,4889ba76_7b6f8367_after.java,True,chromium,35,35
31,4889ba76_7b6f8367,391.0,Done,390.0,391.0,4889ba76_7b6f8367_before.java,4889ba76_7b6f8367_after.java,True,chromium,35,35
32,f6c5c24f_7c98e53b,408.0,"This test is very similar with testShowAndHideTabSwitcher(), can you add a helper function which indicates the only difference is line 384 and line 444?",408.0,408.0,f6c5c24f_7c98e53b_before.java,f6c5c24f_7c98e53b_after.java,True,chromium,23,22
33,f6c5c24f_7c98e53b,408.0,"This test is very similar with testShowAndHideTabSwitcher(), can you add a helper function which indicates the only difference is line 384 and line 444?",408.0,408.0,f6c5c24f_7c98e53b_before.java,f6c5c24f_7c98e53b_after.java,True,chromium,23,22
34,f6c5c24f_7c98e53b,408.0,"This test is very similar with testShowAndHideTabSwitcher(), can you add a helper function which indicates the only difference is line 384 and line 444?",408.0,408.0,f6c5c24f_7c98e53b_before.java,f6c5c24f_7c98e53b_after.java,True,chromium,23,22
35,f6c5c24f_7c98e53b,408.0,"This test is very similar with testShowAndHideTabSwitcher(), can you add a helper function which indicates the only difference is line 384 and line 444?",408.0,408.0,f6c5c24f_7c98e53b_before.java,f6c5c24f_7c98e53b_after.java,True,chromium,23,22
36,3d93e078_481e6b1d,408.0,"Some of assertions are duplicated, so I did more clean up. PTAL. Thanks!",408.0,408.0,3d93e078_481e6b1d_before.java,3d93e078_481e6b1d_after.java,True,chromium,23,22
37,3d93e078_481e6b1d,408.0,"Some of assertions are duplicated, so I did more clean up. PTAL. Thanks!",408.0,408.0,3d93e078_481e6b1d_before.java,3d93e078_481e6b1d_after.java,True,chromium,23,22
38,3d93e078_481e6b1d,408.0,"Some of assertions are duplicated, so I did more clean up. PTAL. Thanks!",408.0,408.0,3d93e078_481e6b1d_before.java,3d93e078_481e6b1d_after.java,True,chromium,23,22
39,3d93e078_481e6b1d,408.0,"Some of assertions are duplicated, so I did more clean up. PTAL. Thanks!",408.0,408.0,3d93e078_481e6b1d_before.java,3d93e078_481e6b1d_after.java,True,chromium,23,22
40,46f115bb_aefedbc2,71.0,There is no sign-in completed here. We record the histogram SigninCompletedAccessPoint for users who completes the sign-in. It's confusing to see this field also called sign-in completed while users simply clicks a button to open the sync consent page.,71.0,71.0,46f115bb_aefedbc2_before.java,46f115bb_aefedbc2_after.java,True,chromium,26,26
41,46f115bb_aefedbc2,71.0,There is no sign-in completed here. We record the histogram SigninCompletedAccessPoint for users who completes the sign-in. It's confusing to see this field also called sign-in completed while users simply clicks a button to open the sync consent page.,71.0,71.0,46f115bb_aefedbc2_before.java,46f115bb_aefedbc2_after.java,True,chromium,26,26
42,46f115bb_aefedbc2,71.0,There is no sign-in completed here. We record the histogram SigninCompletedAccessPoint for users who completes the sign-in. It's confusing to see this field also called sign-in completed while users simply clicks a button to open the sync consent page.,71.0,71.0,46f115bb_aefedbc2_before.java,46f115bb_aefedbc2_after.java,True,chromium,26,26
43,46f115bb_aefedbc2,71.0,There is no sign-in completed here. We record the histogram SigninCompletedAccessPoint for users who completes the sign-in. It's confusing to see this field also called sign-in completed while users simply clicks a button to open the sync consent page.,71.0,71.0,46f115bb_aefedbc2_before.java,46f115bb_aefedbc2_after.java,True,chromium,26,26
44,88e7567e_4ca8fbe4,71.0,Done,71.0,71.0,88e7567e_4ca8fbe4_before.java,88e7567e_4ca8fbe4_after.java,True,chromium,26,26
45,88e7567e_4ca8fbe4,71.0,Done,71.0,71.0,88e7567e_4ca8fbe4_before.java,88e7567e_4ca8fbe4_after.java,True,chromium,26,26
46,88e7567e_4ca8fbe4,71.0,Done,71.0,71.0,88e7567e_4ca8fbe4_before.java,88e7567e_4ca8fbe4_after.java,True,chromium,26,26
47,88e7567e_4ca8fbe4,71.0,Done,71.0,71.0,88e7567e_4ca8fbe4_before.java,88e7567e_4ca8fbe4_after.java,True,chromium,26,26
48,e7047949_4ee57a6c,84.0,"It looks like all of these are no longer needed anymore as they cover more or less the same thing, right? Could you file a bug and add a TODO here to remove them?",82.0,84.0,e7047949_4ee57a6c_before.java,e7047949_4ee57a6c_after.java,True,chromium,26,26
49,e7047949_4ee57a6c,84.0,"It looks like all of these are no longer needed anymore as they cover more or less the same thing, right? Could you file a bug and add a TODO here to remove them?",82.0,84.0,e7047949_4ee57a6c_before.java,e7047949_4ee57a6c_after.java,True,chromium,26,26
50,e7047949_4ee57a6c,84.0,"It looks like all of these are no longer needed anymore as they cover more or less the same thing, right? Could you file a bug and add a TODO here to remove them?",82.0,84.0,e7047949_4ee57a6c_before.java,e7047949_4ee57a6c_after.java,True,chromium,26,26
51,e7047949_4ee57a6c,84.0,"It looks like all of these are no longer needed anymore as they cover more or less the same thing, right? Could you file a bug and add a TODO here to remove them?",82.0,84.0,e7047949_4ee57a6c_before.java,e7047949_4ee57a6c_after.java,True,chromium,26,26
52,01926b59_a9dfaf3a,84.0,Done,82.0,84.0,01926b59_a9dfaf3a_before.java,01926b59_a9dfaf3a_after.java,True,chromium,26,26
53,01926b59_a9dfaf3a,84.0,Done,82.0,84.0,01926b59_a9dfaf3a_before.java,01926b59_a9dfaf3a_after.java,True,chromium,26,26
54,01926b59_a9dfaf3a,84.0,Done,82.0,84.0,01926b59_a9dfaf3a_before.java,01926b59_a9dfaf3a_after.java,True,chromium,26,26
55,01926b59_a9dfaf3a,84.0,Done,82.0,84.0,01926b59_a9dfaf3a_before.java,01926b59_a9dfaf3a_after.java,True,chromium,26,26
56,6395c650_38152d5e,305.0,"Can you just reuse this field for mPromoShownAfterImpressionsHistogramName, somehow I think mImpressionCountName is easier to read and understand for its brevity.",305.0,305.0,6395c650_38152d5e_before.java,6395c650_38152d5e_after.java,True,chromium,26,26
57,6395c650_38152d5e,305.0,"Can you just reuse this field for mPromoShownAfterImpressionsHistogramName, somehow I think mImpressionCountName is easier to read and understand for its brevity.",305.0,305.0,6395c650_38152d5e_before.java,6395c650_38152d5e_after.java,True,chromium,26,26
58,6395c650_38152d5e,305.0,"Can you just reuse this field for mPromoShownAfterImpressionsHistogramName, somehow I think mImpressionCountName is easier to read and understand for its brevity.",305.0,305.0,6395c650_38152d5e_before.java,6395c650_38152d5e_after.java,True,chromium,26,26
59,6395c650_38152d5e,305.0,"Can you just reuse this field for mPromoShownAfterImpressionsHistogramName, somehow I think mImpressionCountName is easier to read and understand for its brevity.",305.0,305.0,6395c650_38152d5e_before.java,6395c650_38152d5e_after.java,True,chromium,26,26
60,3ab64ce2_e0a82ea8,305.0,I have renamed it to mImpressionCountHistogramName,305.0,305.0,3ab64ce2_e0a82ea8_before.java,3ab64ce2_e0a82ea8_after.java,True,chromium,26,26
61,3ab64ce2_e0a82ea8,305.0,I have renamed it to mImpressionCountHistogramName,305.0,305.0,3ab64ce2_e0a82ea8_before.java,3ab64ce2_e0a82ea8_after.java,True,chromium,26,26
62,3ab64ce2_e0a82ea8,305.0,I have renamed it to mImpressionCountHistogramName,305.0,305.0,3ab64ce2_e0a82ea8_before.java,3ab64ce2_e0a82ea8_after.java,True,chromium,26,26
63,3ab64ce2_e0a82ea8,305.0,I have renamed it to mImpressionCountHistogramName,305.0,305.0,3ab64ce2_e0a82ea8_before.java,3ab64ce2_e0a82ea8_after.java,True,chromium,26,26
64,d816f9d1_04997d1d,438.0,"Could we extract a method for this part? Since it repeats in three places. Something like naming it recordShowCountHistogram(histogramName, prefName)?",434.0,438.0,d816f9d1_04997d1d_before.java,d816f9d1_04997d1d_after.java,True,chromium,26,26
65,d816f9d1_04997d1d,438.0,"Could we extract a method for this part? Since it repeats in three places. Something like naming it recordShowCountHistogram(histogramName, prefName)?",434.0,438.0,d816f9d1_04997d1d_before.java,d816f9d1_04997d1d_after.java,True,chromium,26,26
66,d816f9d1_04997d1d,438.0,"Could we extract a method for this part? Since it repeats in three places. Something like naming it recordShowCountHistogram(histogramName, prefName)?",434.0,438.0,d816f9d1_04997d1d_before.java,d816f9d1_04997d1d_after.java,True,chromium,26,26
67,d816f9d1_04997d1d,438.0,"Could we extract a method for this part? Since it repeats in three places. Something like naming it recordShowCountHistogram(histogramName, prefName)?",434.0,438.0,d816f9d1_04997d1d_before.java,d816f9d1_04997d1d_after.java,True,chromium,26,26
68,08e74807_3a1e495e,438.0,Done,434.0,438.0,08e74807_3a1e495e_before.java,08e74807_3a1e495e_after.java,True,chromium,26,26
69,08e74807_3a1e495e,438.0,Done,434.0,438.0,08e74807_3a1e495e_before.java,08e74807_3a1e495e_after.java,True,chromium,26,26
70,08e74807_3a1e495e,438.0,Done,434.0,438.0,08e74807_3a1e495e_before.java,08e74807_3a1e495e_after.java,True,chromium,26,26
71,08e74807_3a1e495e,438.0,Done,434.0,438.0,08e74807_3a1e495e_before.java,08e74807_3a1e495e_after.java,True,chromium,26,26
72,1fae5cd9_cdf164c1,457.0,"Not sure we need to rename this method here. Many methods do the metrics recording and people usually don't announce it in the method name. Though it looks good to change increase to increment, but that doesn't need to stay in this cl.",457.0,457.0,1fae5cd9_cdf164c1_before.java,1fae5cd9_cdf164c1_after.java,True,chromium,26,26
73,1fae5cd9_cdf164c1,457.0,"Not sure we need to rename this method here. Many methods do the metrics recording and people usually don't announce it in the method name. Though it looks good to change increase to increment, but that doesn't need to stay in this cl.",457.0,457.0,1fae5cd9_cdf164c1_before.java,1fae5cd9_cdf164c1_after.java,True,chromium,26,26
74,1fae5cd9_cdf164c1,457.0,"Not sure we need to rename this method here. Many methods do the metrics recording and people usually don't announce it in the method name. Though it looks good to change increase to increment, but that doesn't need to stay in this cl.",457.0,457.0,1fae5cd9_cdf164c1_before.java,1fae5cd9_cdf164c1_after.java,True,chromium,26,26
75,1fae5cd9_cdf164c1,457.0,"Not sure we need to rename this method here. Many methods do the metrics recording and people usually don't announce it in the method name. Though it looks good to change increase to increment, but that doesn't need to stay in this cl.",457.0,457.0,1fae5cd9_cdf164c1_before.java,1fae5cd9_cdf164c1_after.java,True,chromium,26,26
76,8d6a0e44_8134eb07,457.0,Done,457.0,457.0,8d6a0e44_8134eb07_before.java,8d6a0e44_8134eb07_after.java,True,chromium,26,26
77,8d6a0e44_8134eb07,457.0,Done,457.0,457.0,8d6a0e44_8134eb07_before.java,8d6a0e44_8134eb07_after.java,True,chromium,26,26
78,8d6a0e44_8134eb07,457.0,Done,457.0,457.0,8d6a0e44_8134eb07_before.java,8d6a0e44_8134eb07_after.java,True,chromium,26,26
79,8d6a0e44_8134eb07,457.0,Done,457.0,457.0,8d6a0e44_8134eb07_before.java,8d6a0e44_8134eb07_after.java,True,chromium,26,26
80,cdafe899_4215da6d,70.0,"TBH it's hard to understand what is ""continued after impressions""...",70.0,70.0,cdafe899_4215da6d_before.java,cdafe899_4215da6d_after.java,True,chromium,26,26
81,cdafe899_4215da6d,70.0,"TBH it's hard to understand what is ""continued after impressions""...",70.0,70.0,cdafe899_4215da6d_before.java,cdafe899_4215da6d_after.java,True,chromium,26,26
82,cdafe899_4215da6d,70.0,"TBH it's hard to understand what is ""continued after impressions""...",70.0,70.0,cdafe899_4215da6d_before.java,cdafe899_4215da6d_after.java,True,chromium,26,26
83,cdafe899_4215da6d,70.0,"TBH it's hard to understand what is ""continued after impressions""...",70.0,70.0,cdafe899_4215da6d_before.java,cdafe899_4215da6d_after.java,True,chromium,26,26
84,9cef1c1f_332a16af,70.0,"It's fine, sorry for the back and forth. I think continue is better here. I mostly didn't understand what is after impresssions.",70.0,70.0,9cef1c1f_332a16af_before.java,9cef1c1f_332a16af_after.java,True,chromium,26,26
85,9cef1c1f_332a16af,70.0,"It's fine, sorry for the back and forth. I think continue is better here. I mostly didn't understand what is after impresssions.",70.0,70.0,9cef1c1f_332a16af_before.java,9cef1c1f_332a16af_after.java,True,chromium,26,26
86,9cef1c1f_332a16af,70.0,"It's fine, sorry for the back and forth. I think continue is better here. I mostly didn't understand what is after impresssions.",70.0,70.0,9cef1c1f_332a16af_before.java,9cef1c1f_332a16af_after.java,True,chromium,26,26
87,9cef1c1f_332a16af,70.0,"It's fine, sorry for the back and forth. I think continue is better here. I mostly didn't understand what is after impresssions.",70.0,70.0,9cef1c1f_332a16af_before.java,9cef1c1f_332a16af_after.java,True,chromium,26,26
88,b86de429_22edac33,70.0,I have renamed it to mSigninAfterImpressions...,70.0,70.0,b86de429_22edac33_before.java,b86de429_22edac33_after.java,True,chromium,26,26
89,b86de429_22edac33,70.0,I have renamed it to mSigninAfterImpressions...,70.0,70.0,b86de429_22edac33_before.java,b86de429_22edac33_after.java,True,chromium,26,26
90,b86de429_22edac33,70.0,I have renamed it to mSigninAfterImpressions...,70.0,70.0,b86de429_22edac33_before.java,b86de429_22edac33_after.java,True,chromium,26,26
91,b86de429_22edac33,70.0,I have renamed it to mSigninAfterImpressions...,70.0,70.0,b86de429_22edac33_before.java,b86de429_22edac33_after.java,True,chromium,26,26
92,17fd13c1_5c295a5b,239.0,Should we also change the histogram name to Continued..?,239.0,239.0,17fd13c1_5c295a5b_before.java,17fd13c1_5c295a5b_after.java,True,chromium,26,26
93,17fd13c1_5c295a5b,239.0,Should we also change the histogram name to Continued..?,239.0,239.0,17fd13c1_5c295a5b_before.java,17fd13c1_5c295a5b_after.java,True,chromium,26,26
94,17fd13c1_5c295a5b,239.0,Should we also change the histogram name to Continued..?,239.0,239.0,17fd13c1_5c295a5b_before.java,17fd13c1_5c295a5b_after.java,True,chromium,26,26
95,17fd13c1_5c295a5b,239.0,Should we also change the histogram name to Continued..?,239.0,239.0,17fd13c1_5c295a5b_before.java,17fd13c1_5c295a5b_after.java,True,chromium,26,26
96,667f3941_7034dd1b,239.0,Done,239.0,239.0,667f3941_7034dd1b_before.java,667f3941_7034dd1b_after.java,True,chromium,26,26
97,667f3941_7034dd1b,239.0,Done,239.0,239.0,667f3941_7034dd1b_before.java,667f3941_7034dd1b_after.java,True,chromium,26,26
98,667f3941_7034dd1b,239.0,Done,239.0,239.0,667f3941_7034dd1b_before.java,667f3941_7034dd1b_after.java,True,chromium,26,26
99,667f3941_7034dd1b,239.0,Done,239.0,239.0,667f3941_7034dd1b_before.java,667f3941_7034dd1b_after.java,True,chromium,26,26
100,c8efb81a_cf06f7a0,434.0,Why not calling recordShowCount() method here?,431.0,434.0,c8efb81a_cf06f7a0_before.java,c8efb81a_cf06f7a0_after.java,True,chromium,26,26
101,c8efb81a_cf06f7a0,434.0,Why not calling recordShowCount() method here?,431.0,434.0,c8efb81a_cf06f7a0_before.java,c8efb81a_cf06f7a0_after.java,True,chromium,26,26
102,c8efb81a_cf06f7a0,434.0,Why not calling recordShowCount() method here?,431.0,434.0,c8efb81a_cf06f7a0_before.java,c8efb81a_cf06f7a0_after.java,True,chromium,26,26
103,c8efb81a_cf06f7a0,434.0,Why not calling recordShowCount() method here?,431.0,434.0,c8efb81a_cf06f7a0_before.java,c8efb81a_cf06f7a0_after.java,True,chromium,26,26
104,1f4253b4_7d1dc83a,434.0,Done,431.0,434.0,1f4253b4_7d1dc83a_before.java,1f4253b4_7d1dc83a_after.java,True,chromium,26,26
105,1f4253b4_7d1dc83a,434.0,Done,431.0,434.0,1f4253b4_7d1dc83a_before.java,1f4253b4_7d1dc83a_after.java,True,chromium,26,26
106,1f4253b4_7d1dc83a,434.0,Done,431.0,434.0,1f4253b4_7d1dc83a_before.java,1f4253b4_7d1dc83a_after.java,True,chromium,26,26
107,1f4253b4_7d1dc83a,434.0,Done,431.0,434.0,1f4253b4_7d1dc83a_before.java,1f4253b4_7d1dc83a_after.java,True,chromium,26,26
108,21e86f2d_5016db6c,241.0,"I wonder if this will be easier if we can just move ""Other"" to the end and treat it as a suffix, then we don't need to add three fields for everyone, can just decide which suffix to add on the fly according to the access point.",237.0,241.0,21e86f2d_5016db6c_before.java,21e86f2d_5016db6c_after.java,True,chromium,26,26
109,21e86f2d_5016db6c,241.0,"I wonder if this will be easier if we can just move ""Other"" to the end and treat it as a suffix, then we don't need to add three fields for everyone, can just decide which suffix to add on the fly according to the access point.",237.0,241.0,21e86f2d_5016db6c_before.java,21e86f2d_5016db6c_after.java,True,chromium,26,26
110,21e86f2d_5016db6c,241.0,"I wonder if this will be easier if we can just move ""Other"" to the end and treat it as a suffix, then we don't need to add three fields for everyone, can just decide which suffix to add on the fly according to the access point.",237.0,241.0,21e86f2d_5016db6c_before.java,21e86f2d_5016db6c_after.java,True,chromium,26,26
111,21e86f2d_5016db6c,241.0,"I wonder if this will be easier if we can just move ""Other"" to the end and treat it as a suffix, then we don't need to add three fields for everyone, can just decide which suffix to add on the fly according to the access point.",237.0,241.0,21e86f2d_5016db6c_before.java,21e86f2d_5016db6c_after.java,True,chromium,26,26
112,6bed6b34_e7d40185,241.0,"From a coding perspective it would be easier. But I wonder if it would be a bit of anti-pattern to name histograms like that.
+Alex, Can you please comment on this?",237.0,241.0,6bed6b34_e7d40185_before.java,6bed6b34_e7d40185_after.java,True,chromium,26,26
113,6bed6b34_e7d40185,241.0,"From a coding perspective it would be easier. But I wonder if it would be a bit of anti-pattern to name histograms like that.
+Alex, Can you please comment on this?",237.0,241.0,6bed6b34_e7d40185_before.java,6bed6b34_e7d40185_after.java,True,chromium,26,26
114,6bed6b34_e7d40185,241.0,"From a coding perspective it would be easier. But I wonder if it would be a bit of anti-pattern to name histograms like that.
+Alex, Can you please comment on this?",237.0,241.0,6bed6b34_e7d40185_before.java,6bed6b34_e7d40185_after.java,True,chromium,26,26
115,6bed6b34_e7d40185,241.0,"From a coding perspective it would be easier. But I wonder if it would be a bit of anti-pattern to name histograms like that.
+Alex, Can you please comment on this?",237.0,241.0,6bed6b34_e7d40185_before.java,6bed6b34_e7d40185_after.java,True,chromium,26,26
116,1d768ddf_13812942,74.0,"I don't agree with this approach of moving this pref handling here. The design of this package is to let account picker MVC handle the domain logic while the delegate is mostly a simple executor to perform the tasks like sign-in, add account etc. It shouldn't contain such side effects. The domain logic need to stay inside account picker. 

This makes the things hard to understand and also diminish the protection degree of the tests. This logic till now is tested as part of integration tests in account picker bottom sheet from users' perspective. Moving it here we can just test the state change, that's much shallower and cannot protect us against regression as much as before.",73.0,74.0,1d768ddf_13812942_before.java,1d768ddf_13812942_after.java,True,chromium,4,6
117,1d768ddf_13812942,74.0,"I don't agree with this approach of moving this pref handling here. The design of this package is to let account picker MVC handle the domain logic while the delegate is mostly a simple executor to perform the tasks like sign-in, add account etc. It shouldn't contain such side effects. The domain logic need to stay inside account picker. 

This makes the things hard to understand and also diminish the protection degree of the tests. This logic till now is tested as part of integration tests in account picker bottom sheet from users' perspective. Moving it here we can just test the state change, that's much shallower and cannot protect us against regression as much as before.",73.0,74.0,1d768ddf_13812942_before.java,1d768ddf_13812942_after.java,True,chromium,4,6
118,1d768ddf_13812942,74.0,"I don't agree with this approach of moving this pref handling here. The design of this package is to let account picker MVC handle the domain logic while the delegate is mostly a simple executor to perform the tasks like sign-in, add account etc. It shouldn't contain such side effects. The domain logic need to stay inside account picker. 

This makes the things hard to understand and also diminish the protection degree of the tests. This logic till now is tested as part of integration tests in account picker bottom sheet from users' perspective. Moving it here we can just test the state change, that's much shallower and cannot protect us against regression as much as before.",73.0,74.0,1d768ddf_13812942_before.java,1d768ddf_13812942_after.java,True,chromium,4,6
119,1d768ddf_13812942,74.0,"I don't agree with this approach of moving this pref handling here. The design of this package is to let account picker MVC handle the domain logic while the delegate is mostly a simple executor to perform the tasks like sign-in, add account etc. It shouldn't contain such side effects. The domain logic need to stay inside account picker. 

This makes the things hard to understand and also diminish the protection degree of the tests. This logic till now is tested as part of integration tests in account picker bottom sheet from users' perspective. Moving it here we can just test the state change, that's much shallower and cannot protect us against regression as much as before.",73.0,74.0,1d768ddf_13812942_before.java,1d768ddf_13812942_after.java,True,chromium,4,6
120,865dad0b_41139c64,74.0,"The way I think of this delegate is it takes care of the heavy work, the non-UI parts, and that's specific to each use case.
Right now AccountPickerDelegateImpl is heavily mixed with the WebSigninBridge stuff, it would be a mess to just add a bunch of `if (accessPoint == SEND_TAB_TO_SELF)` in there. So I think the best approach is to
- Customize the strings inside the UI classes depending on the accessPoint enum
- Customize the actual behavior by introducing a different implementation of the delegate. And this includes the pref handling.

This makes the split between the two use cases very clear instead of having a bunch of ifs everywhere.",73.0,74.0,865dad0b_41139c64_before.java,865dad0b_41139c64_after.java,True,chromium,4,6
121,865dad0b_41139c64,74.0,"The way I think of this delegate is it takes care of the heavy work, the non-UI parts, and that's specific to each use case.
Right now AccountPickerDelegateImpl is heavily mixed with the WebSigninBridge stuff, it would be a mess to just add a bunch of `if (accessPoint == SEND_TAB_TO_SELF)` in there. So I think the best approach is to
- Customize the strings inside the UI classes depending on the accessPoint enum
- Customize the actual behavior by introducing a different implementation of the delegate. And this includes the pref handling.

This makes the split between the two use cases very clear instead of having a bunch of ifs everywhere.",73.0,74.0,865dad0b_41139c64_before.java,865dad0b_41139c64_after.java,True,chromium,4,6
122,865dad0b_41139c64,74.0,"The way I think of this delegate is it takes care of the heavy work, the non-UI parts, and that's specific to each use case.
Right now AccountPickerDelegateImpl is heavily mixed with the WebSigninBridge stuff, it would be a mess to just add a bunch of `if (accessPoint == SEND_TAB_TO_SELF)` in there. So I think the best approach is to
- Customize the strings inside the UI classes depending on the accessPoint enum
- Customize the actual behavior by introducing a different implementation of the delegate. And this includes the pref handling.

This makes the split between the two use cases very clear instead of having a bunch of ifs everywhere.",73.0,74.0,865dad0b_41139c64_before.java,865dad0b_41139c64_after.java,True,chromium,4,6
